label,statement,named_entities,tagged_statement
0,The last time there was a sustained surge of confidence in government's competence was under Ronald Reagan.,"[('Ronald Reagan', 'PERSON')]",The last time there was a sustained surge of confidence in government's competence was under [PERSON]Ronald Reagan[/PERSON].
0,Tennessee new law passed 48 hours ago now makes it illegal to teach Black history in the grades K-12.,"[('Tennessee', 'GPE'), ('48 hours ago', 'TIME'), ('K-12', 'PRODUCT')]",[GPE]Tennessee[/GPE] new law passed [TIME]48 hours ago[/TIME] now makes it illegal to teach Black history in the grades [PRODUCT]K-12[/PRODUCT].
0,Dr. Paul never votes for legislation unless the proposed measure is expressly authorized by the Constitution.,"[('Paul', 'PERSON'), ('Constitution', 'LAW')]",Dr. [PERSON]Paul[/PERSON] never votes for legislation unless the proposed measure is expressly authorized by the [LAW]Constitution[/LAW].
1,"Says President Donald Trump ""has not given this Congress a single email, phone record or document.","[('Donald Trump', 'PERSON'), ('Congress', 'ORG')]","Says President [PERSON]Donald Trump[/PERSON] ""has not given this [ORG]Congress[/ORG] a single email, phone record or document."
0,"Photo shows Joe Biden's license plate says ""THEBIGGUY.","[(""Joe Biden's"", 'PERSON')]","Photo shows [PERSON]Joe Biden's[/PERSON] license plate says ""THEBIGGUY."
0,"By advocating new requirements for voters to show ID cards at the polls, Republicans ""want to literally drag us all the way back to Jim Crow laws.","[('Republicans', 'NORP'), ('Jim Crow', 'PERSON')]","By advocating new requirements for voters to show ID cards at the polls, [NORP]Republicans[/NORP] ""want to literally drag us all the way back to [PERSON]Jim Crow[/PERSON] laws."
0,"Global warming is a ""fraud.",[],"Global warming is a ""fraud."
1,"I took on the worst road system in the country, according to Trucker's magazine. When I left, they said it was the most improved road system in the country.","[('Trucker', 'PERSON')]","I took on the worst road system in the country, according to [PERSON]Trucker[/PERSON]'s magazine. When I left, they said it was the most improved road system in the country."
0,"In 2006, I went out and authored a letter with 24 other senators asking for major reform of Freddie and Fannie, warning of a meltdown and a bubble in the housing market.","[('2006', 'DATE'), ('24', 'CARDINAL'), ('Freddie', 'ORG'), ('Fannie', 'ORG')]","In [DATE]2006[/DATE], I went out and authored a letter with [CARDINAL]24[/CARDINAL] other senators asking for major reform of [ORG]Freddie[/ORG] and [ORG]Fannie[/ORG], warning of a meltdown and a bubble in the housing market."
0,"In America, there is a father who is holding down two jobs and paying more taxes than the richest 400 families in America.","[('America', 'GPE'), ('two', 'CARDINAL'), ('400', 'CARDINAL'), ('America', 'GPE')]","In [GPE]America[/GPE], there is a father who is holding down [CARDINAL]two[/CARDINAL] jobs and paying more taxes than the richest [CARDINAL]400[/CARDINAL] families in [GPE]America[/GPE]."
0,"Says Mitt Romney wants to ""get rid of Planned Parenthood.","[('Mitt Romney', 'PERSON'), ('Planned Parenthood', 'ORG')]","Says [PERSON]Mitt Romney[/PERSON] wants to ""get rid of [ORG]Planned Parenthood[/ORG]."
1,California has more kids in poverty ... than virtually any other state.,"[('California', 'GPE')]",[GPE]California[/GPE] has more kids in poverty ... than virtually any other state.
1,You've had over 2 million women drop out of the workforce during this pandemic.,"[('over 2 million', 'CARDINAL')]",You've had [CARDINAL]over 2 million[/CARDINAL] women drop out of the workforce during this pandemic.
0,"Says Tom Hanks was ""arrested in Australia for pedophilia.","[('Tom Hanks', 'PERSON'), ('Australia', 'GPE')]","Says [PERSON]Tom Hanks[/PERSON] was ""arrested in [GPE]Australia[/GPE] for pedophilia."
1,"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition.",[],"Before I was governor, tuition was skyrocketing and we stopped that. We capped and then we froze college tuition."
0,"Says judges are using Shariah law in Dearborn, Mich.","[('Shariah', 'PERSON'), ('Dearborn', 'GPE'), ('Mich.', 'GPE')]","Says judges are using [PERSON]Shariah[/PERSON] law in [GPE]Dearborn[/GPE], [GPE]Mich.[/GPE]"
1,"Says Madison Mayor Paul Soglin's stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees.","[('Madison', 'PERSON'), ('Paul Soglin', 'PERSON')]","Says [PERSON]Madison[/PERSON] Mayor [PERSON]Paul Soglin[/PERSON]'s stated intent when proposing that city contractors disclose private political donations was to ""discourage contributions to organizations with which he disagrees."
0,Says many public-employee unions falsely told their Wisconsin members his budget-repair bill sought 12 percent to 13 percent of their incomes for health insurance premiums.,"[('Wisconsin', 'GPE'), ('12 percent to 13 percent', 'PERCENT')]",Says many public-employee unions falsely told their [GPE]Wisconsin[/GPE] members his budget-repair bill sought [PERCENT]12 percent to 13 percent[/PERCENT] of their incomes for health insurance premiums.
1,"Says of 80,000 people who were denied a firearm in 2012 due to a failed background check, only 44 were prosecuted.","[('80,000', 'CARDINAL'), ('2012', 'DATE'), ('only 44', 'CARDINAL')]","Says of [CARDINAL]80,000[/CARDINAL] people who were denied a firearm in [DATE]2012[/DATE] due to a failed background check, [CARDINAL]only 44[/CARDINAL] were prosecuted."
0,"Says Minnesota U.S. House candidate Joe Radinovich has ""spent his life running from the law, charged with 18 crimes.","[('Minnesota', 'GPE'), ('U.S. House', 'ORG'), ('Joe Radinovich', 'PERSON'), ('18', 'CARDINAL')]","Says [GPE]Minnesota[/GPE] [ORG]U.S. House[/ORG] candidate [PERSON]Joe Radinovich[/PERSON] has ""spent his life running from the law, charged with [CARDINAL]18[/CARDINAL] crimes."
0,Millions have died from COVID injections.,"[('Millions', 'ORG'), ('COVID', 'PERSON')]",[ORG]Millions[/ORG] have died from [PERSON]COVID[/PERSON] injections.
0,Says a video shows footage of the helicopter crash that killed Kobe Bryant.,"[('Kobe Bryant', 'PERSON')]",Says a video shows footage of the helicopter crash that killed [PERSON]Kobe Bryant[/PERSON].
0,"As vice president, Kamala Harris would ""defund, dismantle, and dissolve police departments.","[('Kamala Harris', 'PERSON')]","As vice president, [PERSON]Kamala Harris[/PERSON] would ""defund, dismantle, and dissolve police departments."
1,"Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at UW-Madison labs that do research to improve hearing in humans.","[('UW-Madison', 'ORG')]","Live cats have holes drilled into their skulls,"" posts put into their heads and coils put into their eyes, and some have had their ears cut off or are intentionally deafened or starved at [ORG]UW-Madison[/ORG] labs that do research to improve hearing in humans."
0,Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?,"[('US', 'GPE'), ('NIH', 'ORG'), ('2017', 'DATE'), ('3.7', 'MONEY'), ('the Wuhan Lab', 'ORG'), ('China', 'GPE'), ('2014', 'DATE'), ('Obama', 'PERSON')]",Why did the [GPE]US[/GPE] ([ORG]NIH[/ORG]) in [DATE]2017[/DATE] give $[MONEY]3.7[/MONEY]m to [ORG]the Wuhan Lab[/ORG] in [GPE]China[/GPE]? Such grants were prohibited in [DATE]2014[/DATE]. Did Pres. [PERSON]Obama[/PERSON] grant an exception?
0,"Maggie Hassan won ""1,100 votes from town with population under 700.","[('Maggie Hassan', 'PERSON'), ('1,100', 'CARDINAL'), ('700', 'CARDINAL')]","[PERSON]Maggie Hassan[/PERSON] won ""[CARDINAL]1,100[/CARDINAL] votes from town with population under [CARDINAL]700[/CARDINAL]."
1,"Says because of his actions, Wisconsin ""property taxes today are lower than they were four years ago.","[('Wisconsin', 'GPE'), ('today', 'DATE'), ('four years ago', 'DATE')]","Says because of his actions, [GPE]Wisconsin[/GPE] ""property taxes [DATE]today[/DATE] are lower than they were [DATE]four years ago[/DATE]."
0,Says Joe Biden was the only world leader to wear a face mask during a video conference.,"[('Joe Biden', 'PERSON')]",Says [PERSON]Joe Biden[/PERSON] was the only world leader to wear a face mask during a video conference.
1,"If we ban the practice of earmarks, we could save the American taxpayer anywhere between $15 (billion) to $20 billion dollars a year in pork-barrel spending.","[('American', 'NORP'), ('between $15 (billion', 'MONEY'), ('$20 billion dollars', 'MONEY')]","If we ban the practice of earmarks, we could save the [NORP]American[/NORP] taxpayer anywhere [MONEY]between $15 (billion[/MONEY]) to [MONEY]$20 billion dollars[/MONEY] a year in pork-barrel spending."
1,Who will raising the minimum wage actually help? … More than half work full-time. The average worker is 35 years old.,"[('More than half', 'CARDINAL'), ('35 years old', 'DATE')]",Who will raising the minimum wage actually help? … [CARDINAL]More than half[/CARDINAL] work full-time. The average worker is [DATE]35 years old[/DATE].
1,"Says John Bolton supported the Iraq War and said last year that ""I still think the decision to overthrow Saddam was correct.","[('John Bolton', 'PERSON'), ('the Iraq War', 'EVENT'), ('last year', 'DATE'), ('Saddam', 'PERSON')]","Says [PERSON]John Bolton[/PERSON] supported [EVENT]the Iraq War[/EVENT] and said [DATE]last year[/DATE] that ""I still think the decision to overthrow [PERSON]Saddam[/PERSON] was correct."
1,"Under Rahm Emanuel, ""We've got tree trimmers making six figures.","[('six', 'CARDINAL')]","Under Rahm Emanuel, ""We've got tree trimmers making [CARDINAL]six[/CARDINAL] figures."
1,"Every day, oil continues to pour into the Gulf of Mexico. ... Even with disaster on our coast..., Richard Burr voted to let big oil off the hook.","[('Every day', 'DATE'), ('the Gulf of Mexico', 'LOC'), ('Richard Burr', 'PERSON')]","[DATE]Every day[/DATE], oil continues to pour into [LOC]the Gulf of Mexico[/LOC]. ... Even with disaster on our coast..., [PERSON]Richard Burr[/PERSON] voted to let big oil off the hook."
0,Congressman Robert Hurt has a plan to cut education by 40 percent.,"[('Robert Hurt', 'PERSON'), ('40 percent', 'PERCENT')]",Congressman [PERSON]Robert Hurt[/PERSON] has a plan to cut education by [PERCENT]40 percent[/PERCENT].
0,"Says Beto O'Rourke had a ""resolution to legalize all narcotics--including heroin and other deadly opioids.","[(""Beto O'Rourke"", 'PERSON')]","Says [PERSON]Beto O'Rourke[/PERSON] had a ""resolution to legalize all narcotics--including heroin and other deadly opioids."
0,Says Ken Cuccinelli supported a law that could allow people to carry missile launchers into airports.,"[('Ken Cuccinelli', 'PERSON')]",Says [PERSON]Ken Cuccinelli[/PERSON] supported a law that could allow people to carry missile launchers into airports.
1,"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.","[('Mike Huckabee', 'PERSON')]","[PERSON]Mike Huckabee[/PERSON] ""supported taxpayer-funded scholarships for illegal aliens."
0,"Joe Diffie's death was labeled ""as a COVID-19 death and it wasn't!","[(""Joe Diffie's"", 'PERSON'), ('COVID-19', 'ORG')]","[PERSON]Joe Diffie's[/PERSON] death was labeled ""as a [ORG]COVID-19[/ORG] death and it wasn't!"
1,"Says four-year terms for City Council members are ""the norm in most cities of our size.","[('four-year', 'DATE'), ('City Council', 'ORG')]","Says [DATE]four-year[/DATE] terms for [ORG]City Council[/ORG] members are ""the norm in most cities of our size."
0,"Congressman Nye voted against a bill which would have defunded the $5-10 billion"" the IRS needed to implement  health care legislation.","[('Nye', 'PERSON'), ('$5-10 billion', 'MONEY'), ('IRS', 'ORG')]","Congressman [PERSON]Nye[/PERSON] voted against a bill which would have defunded the [MONEY]$5-10 billion[/MONEY]"" the [ORG]IRS[/ORG] needed to implement  health care legislation."
0,"A bill to cap carbon emissions ""could cost Ohio 100,000 jobs.","[('Ohio', 'GPE'), ('100,000', 'CARDINAL')]","A bill to cap carbon emissions ""could cost [GPE]Ohio[/GPE] [CARDINAL]100,000[/CARDINAL] jobs."
1,More Texans have new jobs today than the entire population of Fort Worth.,"[('Texans', 'NORP'), ('today', 'DATE'), ('Fort Worth', 'GPE')]",More [NORP]Texans[/NORP] have new jobs [DATE]today[/DATE] than the entire population of [GPE]Fort Worth[/GPE].
0,"Photo shows Facebook's ""community standards team.",[],"Photo shows Facebook's ""community standards team."
0,"Says state Sen. Sheila Harsdorf wants to ""eliminate Medicare"" as we know it.","[('Sheila Harsdorf', 'PERSON'), ('Medicare', 'ORG')]","Says state Sen. [PERSON]Sheila Harsdorf[/PERSON] wants to ""eliminate [ORG]Medicare[/ORG]"" as we know it."
0,"Says illegal immigration is ""costing us $130 billion a year to house and feed and give benefits to people that shouldn't be even in the country.","[('$130 billion', 'MONEY')]","Says illegal immigration is ""costing us [MONEY]$130 billion[/MONEY] a year to house and feed and give benefits to people that shouldn't be even in the country."
1,"Says Sherrod Brown voted ""for the $1.17 trillion health care law that adds a new tax on Ohio manufacturers.","[('Sherrod Brown', 'PERSON'), ('$1.17 trillion', 'MONEY'), ('Ohio', 'GPE')]","Says [PERSON]Sherrod Brown[/PERSON] voted ""for the [MONEY]$1.17 trillion[/MONEY] health care law that adds a new tax on [GPE]Ohio[/GPE] manufacturers."
0,Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.,[],Says a photo shows a pack of wolves walking in a single line in the snow being led by the sick.
1,No openly gay man has ever been elected to the Georgia Legislature.,"[('the Georgia Legislature', 'ORG')]",No openly gay man has ever been elected to [ORG]the Georgia Legislature[/ORG].
1,"When a bill is sent to the governor's office, there is no option for changing it. You sign it or you don't sign it. While there was lots of conversation, there was really no opportunity for any sort of amending.",[],"When a bill is sent to the governor's office, there is no option for changing it. You sign it or you don't sign it. While there was lots of conversation, there was really no opportunity for any sort of amending."
0,"A ""real result"" of his term is Georgia having ""the lowest taxes per capita of any state.","[('Georgia', 'GPE')]","A ""real result"" of his term is [GPE]Georgia[/GPE] having ""the lowest taxes per capita of any state."
1,"Some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder"" for medical marijuana.",[],"Some patients who are on transplant lists for kidney or other organs are being dropped from the list simply because they are shown as a licensed card holder"" for medical marijuana."
0,Of course I will always protect those with preexisting conditions. Always.,[],Of course I will always protect those with preexisting conditions. Always.
0,"The FBI raided a ""Cleveland office linked to Ukraine. Biden, Pelosi, Kerry and Romney all had sons getting tens of millions of dollars from no-show jobs in Ukraine.","[('FBI', 'ORG'), ('Cleveland', 'GPE'), ('Ukraine', 'GPE'), ('Biden', 'GPE'), ('Kerry', 'PERSON'), ('Romney', 'PERSON'), ('tens of millions of dollars', 'MONEY'), ('Ukraine', 'GPE')]","The [ORG]FBI[/ORG] raided a ""[GPE]Cleveland[/GPE] office linked to [GPE]Ukraine[/GPE]. [GPE]Biden[/GPE], Pelosi, [PERSON]Kerry[/PERSON] and [PERSON]Romney[/PERSON] all had sons getting [MONEY]tens of millions of dollars[/MONEY] from no-show jobs in [GPE]Ukraine[/GPE]."
1,"Says ""there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.","[('McMansion State', 'ORG'), ('Christie', 'PERSON'), ('New York', 'GPE'), ('Connecticut', 'GPE')]","Says ""there have been some job gains in the [ORG]McMansion State[/ORG] since Mr. [PERSON]Christie[/PERSON] took office, but they have lagged gains both in the nation as a whole and in [GPE]New York[/GPE] and [GPE]Connecticut[/GPE], the obvious points of comparison."
0,"Photo of ""tea party"" protests shows crowd sprawling from Capitol to Washington Monument","[('Capitol', 'ORG'), ('Washington', 'GPE')]","Photo of ""tea party"" protests shows crowd sprawling from [ORG]Capitol[/ORG] to [GPE]Washington[/GPE] Monument"
1,"Says Dan Forest wants to use tax dollars ""to help rich people send their kids to private school using vouchers.","[('Dan Forest', 'PERSON')]","Says [PERSON]Dan Forest[/PERSON] wants to use tax dollars ""to help rich people send their kids to private school using vouchers."
1,We have a national debt the size of our nation's economy for the first time since World War II.,"[('first', 'ORDINAL'), ('World War II', 'EVENT')]",We have a national debt the size of our nation's economy for the [ORDINAL]first[/ORDINAL] time since [EVENT]World War II[/EVENT].
0,"Says Roy Moore ""has advocated getting the federal government out of health care altogether, which means doing away with Medicaid, which means doing away with Medicare.","[('Roy Moore', 'PERSON'), ('Medicaid', 'ORG'), ('Medicare', 'ORG')]","Says [PERSON]Roy Moore[/PERSON] ""has advocated getting the federal government out of health care altogether, which means doing away with [ORG]Medicaid[/ORG], which means doing away with [ORG]Medicare[/ORG]."
1,"By rubber-stamping the Bayer-Monsanto merger, the Justice Department is handing control over one quarter of the world's seeds and pesticides market to one ginormous agribusiness.","[('Bayer-Monsanto', 'ORG'), ('the Justice Department', 'ORG'), ('one quarter', 'DATE'), ('one', 'CARDINAL')]","By rubber-stamping the [ORG]Bayer-Monsanto[/ORG] merger, [ORG]the Justice Department[/ORG] is handing control over [DATE]one quarter[/DATE] of the world's seeds and pesticides market to [CARDINAL]one[/CARDINAL] ginormous agribusiness."
0,"The man in a mugshot is ""responsible for lighting 32 of the wildfires"" on the West Coast.","[('32', 'CARDINAL'), ('the West Coast', 'LOC')]","The man in a mugshot is ""responsible for lighting [CARDINAL]32[/CARDINAL] of the wildfires"" on [LOC]the West Coast[/LOC]."
1,A Waushara County school closed because of state budget cuts supported by Republican Wisconsin state Sen. Luther Olsen.,"[('Waushara County', 'GPE'), ('Republican', 'NORP'), ('Wisconsin', 'GPE'), ('Luther Olsen', 'PERSON')]",A [GPE]Waushara County[/GPE] school closed because of state budget cuts supported by [NORP]Republican[/NORP] [GPE]Wisconsin[/GPE] state Sen. [PERSON]Luther Olsen[/PERSON].
1,"As governor, Mike Huckabee supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes.","[('Mike Huckabee', 'PERSON')]","As governor, [PERSON]Mike Huckabee[/PERSON] supported higher income taxes, sales taxes, gas taxes, grocery taxes, tobacco taxes, beer taxes, Internet taxes, nursing home bed taxes."
0,"Says Oregon state employees received a ""catch-up"" pay raise in 1981 -- just two years after they agreed not to take a raise in exchange for a retirement benefit.","[('Oregon', 'GPE'), ('1981', 'DATE'), ('just two years', 'DATE')]","Says [GPE]Oregon[/GPE] state employees received a ""catch-up"" pay raise in [DATE]1981[/DATE] -- [DATE]just two years[/DATE] after they agreed not to take a raise in exchange for a retirement benefit."
0,There's only one candidate under investigation -- Terry McAuliffe.,"[('Terry McAuliffe', 'PERSON')]",There's only one candidate under investigation -- [PERSON]Terry McAuliffe[/PERSON].
0,"Jobs incentive program ""created over 1,200 high-wage jobs since 2009.","[('over 1,200', 'CARDINAL'), ('2009', 'DATE')]","Jobs incentive program ""created [CARDINAL]over 1,200[/CARDINAL] high-wage jobs since [DATE]2009[/DATE]."
0,"Video shows John F. Kennedy Jr. in a ""real presidential convoy.","[('John F. Kennedy Jr.', 'PERSON')]","Video shows [PERSON]John F. Kennedy Jr.[/PERSON] in a ""real presidential convoy."
1,Hate crimes against American Muslims and mosques have tripled after Paris and San Bernardino.,"[('American Muslims', 'NORP'), ('mosques', 'FAC'), ('Paris', 'GPE'), ('San Bernardino', 'GPE')]",Hate crimes against [NORP]American Muslims[/NORP] and [FAC]mosques[/FAC] have tripled after [GPE]Paris[/GPE] and [GPE]San Bernardino[/GPE].
0,I have tremendous support from women.,[],I have tremendous support from women.
1,"Under the president's plan, he cuts Medicare by $716 billion, takes that money out of the Medicare trust fund and uses it to pay for Obamacare.","[('Medicare', 'ORG'), ('$716 billion', 'MONEY'), ('Medicare', 'ORG'), ('Obamacare', 'ORG')]","Under the president's plan, he cuts [ORG]Medicare[/ORG] by [MONEY]$716 billion[/MONEY], takes that money out of the [ORG]Medicare[/ORG] trust fund and uses it to pay for [ORG]Obamacare[/ORG]."
1,"When President Obama landed in Cuba on Air Force One, no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of Air Force One.","[('Obama', 'PERSON'), ('Cuba', 'GPE'), ('Air Force One', 'ORG'), ('Air Force One', 'ORG')]","When President [PERSON]Obama[/PERSON] landed in [GPE]Cuba[/GPE] on [ORG]Air Force One[/ORG], no leader was there, nobody, to greet him -- perhaps an incident without precedent in the long and prestigious history of [ORG]Air Force One[/ORG]."
0,"Common Core is ""education through Washington D.C.","[('Common Core', 'PERSON'), ('Washington D.C.', 'GPE')]","[PERSON]Common Core[/PERSON] is ""education through [GPE]Washington D.C.[/GPE]"
0,There is no good data showing secondhand smoke kills people.,[],There is no good data showing secondhand smoke kills people.
0,Kim Martin Morrow the CEO of Netflix has just been charged with 15 charges for child pornography,"[('Kim Martin Morrow', 'PERSON'), ('Netflix', 'GPE'), ('15', 'CARDINAL')]",[PERSON]Kim Martin Morrow[/PERSON] the CEO of [GPE]Netflix[/GPE] has just been charged with [CARDINAL]15[/CARDINAL] charges for child pornography
1,One out of 10 minimum-wage workers in the U.S. live in Texas.,"[('One', 'CARDINAL'), ('10', 'CARDINAL'), ('U.S.', 'GPE'), ('Texas', 'GPE')]",[CARDINAL]One[/CARDINAL] out of [CARDINAL]10[/CARDINAL] minimum-wage workers in the [GPE]U.S.[/GPE] live in [GPE]Texas[/GPE].
0,A video shows Nancy Pelosi unveiling a portrait of former U.S. Energy Department employee.,"[('Nancy Pelosi', 'PERSON'), ('U.S. Energy Department', 'ORG')]",A video shows [PERSON]Nancy Pelosi[/PERSON] unveiling a portrait of former [ORG]U.S. Energy Department[/ORG] employee.
0,"Says a man in Ferguson, Mo., was photographed holding a sign that said, ""No mother should have to fear for her son's life every time he robs a store.","[('Ferguson', 'GPE'), ('Mo.', 'GPE')]","Says a man in [GPE]Ferguson[/GPE], [GPE]Mo.[/GPE], was photographed holding a sign that said, ""No mother should have to fear for her son's life every time he robs a store."
1,"When I became mayor of Los Angeles, we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left, after a number of reforms, we grew our graduation rate from 44 percent to 72.","[('Los Angeles', 'GPE'), ('44 percent', 'PERCENT'), ('44 percent', 'PERCENT'), ('72', 'CARDINAL')]","When I became mayor of [GPE]Los Angeles[/GPE], we had a [PERCENT]44 percent[/PERCENT] (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left, after a number of reforms, we grew our graduation rate from [PERCENT]44 percent[/PERCENT] to [CARDINAL]72[/CARDINAL]."
0,"The vast majority of Wisconsin students cannot even read, write, or do math at grade level.","[('Wisconsin', 'GPE')]","The vast majority of [GPE]Wisconsin[/GPE] students cannot even read, write, or do math at grade level."
1,David Perdue said he'd raise taxes.,"[('David Perdue', 'PERSON')]",[PERSON]David Perdue[/PERSON] said he'd raise taxes.
0,"Says Rand Paul thinks drug-dealing, theft, burglary and prostitution should be decriminalized.","[('Rand Paul', 'PERSON')]","Says [PERSON]Rand Paul[/PERSON] thinks drug-dealing, theft, burglary and prostitution should be decriminalized."
1,"Says Barack Obama is ""trying to slash funding for the Armed Pilots Program designed to prevent terror attacks.","[('Barack Obama', 'PERSON'), ('the Armed Pilots Program', 'ORG')]","Says [PERSON]Barack Obama[/PERSON] is ""trying to slash funding for [ORG]the Armed Pilots Program[/ORG] designed to prevent terror attacks."
0,"Insurers delayed an Illinois man's treatment, ""and he died because of it.","[('Illinois', 'GPE')]","Insurers delayed an [GPE]Illinois[/GPE] man's treatment, ""and he died because of it."
0,Says Barack Obama announced Joe Biden's death.,"[('Barack Obama', 'PERSON'), (""Joe Biden's"", 'PERSON')]",Says [PERSON]Barack Obama[/PERSON] announced [PERSON]Joe Biden's[/PERSON] death.
0,"It is unusual"" for a White House official like former National Security Adviser Susan Rice to make unmasking requests.","[('White House', 'ORG'), ('National Security', 'ORG'), ('Susan Rice', 'PERSON')]","It is unusual"" for a [ORG]White House[/ORG] official like former [ORG]National Security[/ORG] Adviser [PERSON]Susan Rice[/PERSON] to make unmasking requests."
1,"Gov. Ron DeSantis signed ""a last-minute exception into an anti-discrimination law for anyone who also operates a theme park more than 25 acres in Florida,"" benefiting Walt Disney Co.","[('Ron DeSantis', 'PERSON'), ('last-minute', 'TIME'), ('more than 25 acres', 'QUANTITY'), ('Florida', 'GPE'), ('Walt Disney Co.', 'ORG')]","Gov. [PERSON]Ron DeSantis[/PERSON] signed ""a [TIME]last-minute[/TIME] exception into an anti-discrimination law for anyone who also operates a theme park [QUANTITY]more than 25 acres[/QUANTITY] in [GPE]Florida[/GPE],"" benefiting [ORG]Walt Disney Co.[/ORG]"
1,"The Treaty of Tripoli signed by President John Adams was ""his outreach to Muslims.","[('Tripoli', 'GPE'), ('John Adams', 'PERSON'), ('Muslims', 'NORP')]","The Treaty of [GPE]Tripoli[/GPE] signed by President [PERSON]John Adams[/PERSON] was ""his outreach to [NORP]Muslims[/NORP]."
1,"Studies even show that when women go to Congress they get more things done - more bipartisan effort, more bills passed.","[('Congress', 'ORG')]","Studies even show that when women go to [ORG]Congress[/ORG] they get more things done - more bipartisan effort, more bills passed."
0,"Says if you donate blood, ""they HAVE to test you"" for coronavirus.",[],"Says if you donate blood, ""they HAVE to test you"" for coronavirus."
0,"Barack Obama is the ""First President to terminate America's ability to put a man in space.","[('Barack Obama', 'PERSON'), ('First', 'ORDINAL'), ('America', 'GPE')]","[PERSON]Barack Obama[/PERSON] is the ""[ORDINAL]First[/ORDINAL] President to terminate [GPE]America[/GPE]'s ability to put a man in space."
0,"The North Carolina bathroom bill ""was really never repealed.","[('North Carolina', 'GPE')]","The [GPE]North Carolina[/GPE] bathroom bill ""was really never repealed."
0,"The Moderna vaccine contains an ingredient that is ""for research use only, not meant for human or veterinary use.","[('Moderna', 'PERSON')]","The [PERSON]Moderna[/PERSON] vaccine contains an ingredient that is ""for research use only, not meant for human or veterinary use."
1,"Ninety percent"" of people living in Gaza ""don't have access even to water.","[('Ninety percent', 'PERCENT'), ('Gaza', 'GPE')]","[PERCENT]Ninety percent[/PERCENT]"" of people living in [GPE]Gaza[/GPE] ""don't have access even to water."
1,"(Chris Christie) has not paid one dollar of state money into our pension system, and then states that the system is broke.","[('Chris Christie', 'PERSON'), ('one dollar', 'MONEY')]","([PERSON]Chris Christie[/PERSON]) has not paid [MONEY]one dollar[/MONEY] of state money into our pension system, and then states that the system is broke."
0,"Photo shows ""some of the firefighters in California fighting fires 24/7 to save people's lives and property.","[('California', 'GPE')]","Photo shows ""some of the firefighters in [GPE]California[/GPE] fighting fires 24/7 to save people's lives and property."
0,"Yes, this would be the same congressman (Rep. Pete Hoekstra) who last year Tweeted the whereabouts of a top-secret mission to Iraq.","[('Pete Hoekstra', 'PERSON'), ('last year', 'DATE'), ('Iraq', 'GPE')]","Yes, this would be the same congressman (Rep. [PERSON]Pete Hoekstra[/PERSON]) who [DATE]last year[/DATE] Tweeted the whereabouts of a top-secret mission to [GPE]Iraq[/GPE]."
0,A transcript released by Occidental College proves that Barack Obama was an Indonesian citizen.,"[('Occidental College', 'ORG'), ('Barack Obama', 'PERSON'), ('Indonesian', 'NORP')]",A transcript released by [ORG]Occidental College[/ORG] proves that [PERSON]Barack Obama[/PERSON] was an [NORP]Indonesian[/NORP] citizen.
1,Says Ron Paul doesn't believe in marriage licenses.,"[('Ron Paul', 'PERSON')]",Says [PERSON]Ron Paul[/PERSON] doesn't believe in marriage licenses.
0,"Funeral directors say ""no one is dying from COVID"" and ""the only ones dying are from the vaccine.",[],"Funeral directors say ""no one is dying from COVID"" and ""the only ones dying are from the vaccine."
1,"Now, I also support the Bush tax cuts. Sen. McCain voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent.","[('Bush', 'PERSON'), ('McCain', 'PERSON')]","Now, I also support the [PERSON]Bush[/PERSON] tax cuts. Sen. [PERSON]McCain[/PERSON] voted against them originally. He now believes they should be made permanent. I'm glad he agrees they should be made permanent."
0,"One of the ""main functions"" of the Department of Homeland Security's SAVE database is ""checking voter registration citizenship status.","[('One', 'CARDINAL'), (""the Department of Homeland Security's"", 'ORG')]","[CARDINAL]One[/CARDINAL] of the ""main functions"" of [ORG]the Department of Homeland Security's[/ORG] SAVE database is ""checking voter registration citizenship status."
